team,line,p_over,p_under,p_push,total
LA,4.5,0.90615,0.09385,0.0,1.0
LA,5.0,0.7869,0.09385,0.11925,1.0
LA,5.5,0.7869,0.2131,0.0,1.0
LA,6.0,0.6099,0.2131,0.177,1.0
LA,6.5,0.6099,0.3901,0.0,1.0
LA,7.0,0.41135,0.3901,0.19855,1.0
LA,7.5,0.41135,0.58865,0.0,1.0
LA,8.0,0.23645,0.58865,0.1749,1.0
LA,8.5,0.23645,0.76355,0.0,1.0
LA,9.0,0.11185,0.76355,0.1246,1.0
LA,9.5,0.11185,0.88815,0.0,1.0
LA,10.0,0.04245,0.88815,0.0694,1.0
LA,10.5,0.04245,0.95755,0.0,1.0
LA,11.0,0.0131,0.95755,0.02935,1.0
LA,11.5,0.0131,0.9869,0.0,1.0
LA,12.0,0.0026,0.9869,0.0105,1.0
LA,12.5,0.0026,0.9974,0.0,1.0
LA,13.0,0.00045,0.9974,0.00215,0.9999999999999999
LA,13.5,0.00045,0.99955,0.0,1.0
LA,14.0,0.0002,0.99955,0.00025,1.0
LA,14.5,0.0002,0.9998,0.0,1.0
LA,15.0,0.0,0.9998,0.0002,1.0
LA,15.5,0.0,1.0,0.0,1.0
LA,16.0,0.0,1.0,0.0,1.0
LA,16.5,0.0,1.0,0.0,1.0
LAC,0.5,1.0,0.0,0.0,1.0
LAC,1.0,1.0,0.0,0.0,1.0
LAC,1.5,1.0,0.0,0.0,1.0
LAC,2.0,1.0,0.0,0.0,1.0
LAC,2.5,1.0,0.0,0.0,1.0
LAC,3.0,1.0,0.0,0.0,1.0
LAC,3.5,1.0,0.0,0.0,1.0
LAC,4.0,0.9999,0.0,0.0001,1.0
LAC,4.5,0.9999,0.0001,0.0,1.0
LAC,5.0,0.9976,0.0001,0.0023,1.0
LAC,5.5,0.9976,0.0024,0.0,1.0
LAC,6.0,0.9899,0.0024,0.0077,1.0
LAC,6.5,0.9899,0.0101,0.0,1.0
LAC,7.0,0.96595,0.0101,0.02395,1.0
LAC,7.5,0.96595,0.03405,0.0,1.0
LAC,8.0,0.90585,0.03405,0.0601,1.0
LAC,8.5,0.90585,0.09415,0.0,1.0
LAC,9.0,0.7887,0.09415,0.11715,0.9999999999999999
LAC,9.5,0.7887,0.2113,0.0,1.0
LAC,10.0,0.61125,0.2113,0.17745,0.9999999999999999
LAC,10.5,0.61125,0.38875,0.0,1.0
LAC,11.0,0.39975,0.38875,0.2115,1.0
LAC,11.5,0.39975,0.60025,0.0,1.0
LAC,12.0,0.21,0.60025,0.18975,0.9999999999999999
LAC,12.5,0.21,0.79,0.0,1.0
LAC,13.0,0.08515,0.79,0.12485,1.0
LAC,13.5,0.08515,0.91485,0.0,1.0
LAC,14.0,0.02505,0.91485,0.0601,1.0
LAC,14.5,0.02505,0.97495,0.0,1.0
LAC,15.0,0.0046,0.97495,0.02045,1.0
LAC,15.5,0.0046,0.9954,0.0,1.0
LAC,16.0,0.00045,0.9954,0.00415,0.9999999999999999
LAC,16.5,0.00045,0.99955,0.0,1.0
LV,0.5,0.99885,0.00115,0.0,1.0
LV,1.0,0.98435,0.00115,0.0145,0.9999999999999999
LV,1.5,0.98435,0.01565,0.0,1.0
LV,2.0,0.9293,0.01565,0.05505,1.0
LV,2.5,0.9293,0.0707,0.0,1.0
LV,3.0,0.8064,0.0707,0.1229,1.0
LV,3.5,0.8064,0.1936,0.0,1.0
LV,4.0,0.60545,0.1936,0.20095,1.0
LV,4.5,0.60545,0.39455,0.0,1.0
LV,5.0,0.3879,0.39455,0.21755,1.0
LV,5.5,0.3879,0.6121,0.0,1.0
LV,6.0,0.2049,0.6121,0.183,1.0
LV,6.5,0.2049,0.7951,0.0,1.0
LV,7.0,0.0902,0.7951,0.1147,1.0
LV,7.5,0.0902,0.9098,0.0,1.0
LV,8.0,0.0319,0.9098,0.0583,1.0
LV,8.5,0.0319,0.9681,0.0,1.0
LV,9.0,0.0075,0.9681,0.0244,0.9999999999999999
LV,9.5,0.0075,0.9925,0.0,1.0
LV,10.0,0.00195,0.9925,0.00555,1.0
LV,10.5,0.00195,0.99805,0.0,1.0
LV,11.0,0.0001,0.99805,0.00185,1.0
LV,11.5,0.0001,0.9999,0.0,1.0
LV,12.0,5e-05,0.9999,5e-05,1.0
LV,12.5,5e-05,0.99995,0.0,1.0
LV,13.0,0.0,0.99995,5e-05,1.0
LV,13.5,0.0,1.0,0.0,1.0
LV,14.0,0.0,1.0,0.0,1.0
LV,14.5,0.0,1.0,0.0,1.0
LV,15.0,0.0,1.0,0.0,1.0
LV,15.5,0.0,1.0,0.0,1.0
LV,16.0,0.0,1.0,0.0,1.0
LV,16.5,0.0,1.0,0.0,1.0
MIA,0.5,1.0,0.0,0.0,1.0
MIA,1.0,1.0,0.0,0.0,1.0
MIA,1.5,1.0,0.0,0.0,1.0
MIA,2.0,0.9995,0.0,0.0005,1.0
MIA,2.5,0.9995,0.0005,0.0,1.0
MIA,3.0,0.99775,0.0005,0.00175,1.0
MIA,3.5,0.99775,0.00225,0.0,1.0
MIA,4.0,0.99085,0.00225,0.0069,1.0
MIA,4.5,0.99085,0.00915,0.0,1.0
MIA,5.0,0.9678,0.00915,0.02305,1.0
MIA,5.5,0.9678,0.0322,0.0,1.0
MIA,6.0,0.9047,0.0322,0.0631,1.0
MIA,6.5,0.9047,0.0953,0.0,1.0
MIA,7.0,0.79045,0.0953,0.11425,1.0
MIA,7.5,0.79045,0.20955,0.0,1.0
MIA,8.0,0.61655,0.20955,0.1739,1.0
MIA,8.5,0.61655,0.38345,0.0,1.0
MIA,9.0,0.41455,0.38345,0.202,1.0
MIA,9.5,0.41455,0.58545,0.0,1.0
MIA,10.0,0.2317,0.58545,0.18285,1.0
MIA,10.5,0.2317,0.7683,0.0,1.0
MIA,11.0,0.10435,0.7683,0.12735,0.9999999999999999
MIA,11.5,0.10435,0.89565,0.0,1.0
MIA,12.0,0.03795,0.89565,0.0664,1.0
MIA,12.5,0.03795,0.96205,0.0,1.0
MIA,13.0,0.01055,0.96205,0.0274,0.9999999999999999
MIA,13.5,0.01055,0.98945,0.0,1.0
MIA,14.0,0.0018,0.98945,0.00875,1.0
MIA,14.5,0.0018,0.9982,0.0,1.0
MIA,15.0,0.0002,0.9982,0.0016,1.0
MIA,15.5,0.0002,0.9998,0.0,1.0
MIA,16.0,0.0,0.9998,0.0002,1.0
MIA,16.5,0.0,1.0,0.0,1.0
MIN,0.5,1.0,0.0,0.0,1.0
MIN,1.0,1.0,0.0,0.0,1.0
MIN,1.5,1.0,0.0,0.0,1.0
MIN,2.0,1.0,0.0,0.0,1.0
MIN,2.5,1.0,0.0,0.0,1.0
MIN,3.0,0.99995,0.0,5e-05,1.0
MIN,3.5,0.99995,5e-05,0.0,1.0
MIN,4.0,0.9986,5e-05,0.00135,1.0
MIN,4.5,0.9986,0.0014,0.0,1.0
MIN,5.0,0.9933,0.0014,0.0053,0.9999999999999999
MIN,5.5,0.9933,0.0067,0.0,1.0
MIN,6.0,0.9775,0.0067,0.0158,1.0
MIN,6.5,0.9775,0.0225,0.0,1.0
MIN,7.0,0.9344,0.0225,0.0431,1.0
MIN,7.5,0.9344,0.0656,0.0,1.0
MIN,8.0,0.8502,0.0656,0.0842,1.0
MIN,8.5,0.8502,0.1498,0.0,1.0
MIN,9.0,0.6992,0.1498,0.151,1.0
MIN,9.5,0.6992,0.3008,0.0,1.0
MIN,10.0,0.5037,0.3008,0.1955,1.0
MIN,10.5,0.5037,0.4963,0.0,1.0
MIN,11.0,0.3027,0.4963,0.201,1.0
MIN,11.5,0.3027,0.6973,0.0,1.0
MIN,12.0,0.14835,0.6973,0.15435,1.0
MIN,12.5,0.14835,0.85165,0.0,1.0
MIN,13.0,0.0535,0.85165,0.09485,1.0
MIN,13.5,0.0535,0.9465,0.0,1.0
MIN,14.0,0.01425,0.9465,0.03925,1.0
MIN,14.5,0.01425,0.98575,0.0,1.0
MIN,15.0,0.0021,0.98575,0.01215,1.0
MIN,15.5,0.0021,0.9979,0.0,1.0
MIN,16.0,0.0004,0.9979,0.0017,1.0
MIN,16.5,0.0004,0.9996,0.0,1.0
NE,0.5,0.9998,0.0002,0.0,1.0
NE,1.0,0.9969,0.0002,0.0029,1.0
NE,1.5,0.9969,0.0031,0.0,1.0
NE,2.0,0.98265,0.0031,0.01425,1.0
NE,2.5,0.98265,0.01735,0.0,1.0
NE,3.0,0.9324,0.01735,0.05025,1.0
NE,3.5,0.9324,0.0676,0.0,1.0
NE,4.0,0.82725,0.0676,0.10515,1.0
NE,4.5,0.82725,0.17275,0.0,1.0
NE,5.0,0.66055,0.17275,0.1667,0.9999999999999999
NE,5.5,0.66055,0.33945,0.0,1.0
NE,6.0,0.46365,0.33945,0.1969,0.9999999999999999
NE,6.5,0.46365,0.53635,0.0,1.0
NE,7.0,0.27415,0.53635,0.1895,1.0
NE,7.5,0.27415,0.72585,0.0,1.0
NE,8.0,0.13255,0.72585,0.1416,1.0
NE,8.5,0.13255,0.86745,0.0,1.0
NE,9.0,0.0535,0.86745,0.07905,1.0
NE,9.5,0.0535,0.9465,0.0,1.0
NE,10.0,0.01685,0.9465,0.03665,1.0
NE,10.5,0.01685,0.98315,0.0,1.0
NE,11.0,0.00535,0.98315,0.0115,0.9999999999999999
NE,11.5,0.00535,0.99465,0.0,1.0
NE,12.0,0.00135,0.99465,0.004,1.0
NE,12.5,0.00135,0.99865,0.0,1.0
NE,13.0,0.0004,0.99865,0.00095,1.0
NE,13.5,0.0004,0.9996,0.0,1.0
NE,14.0,0.0001,0.9996,0.0003,1.0
NE,14.5,0.0001,0.9999,0.0,1.0
NE,15.0,0.0,0.9999,0.0001,1.0
NE,15.5,0.0,1.0,0.0,1.0
NE,16.0,0.0,1.0,0.0,1.0
NE,16.5,0.0,1.0,0.0,1.0
NO,0.5,1.0,0.0,0.0,1.0
NO,1.0,0.99915,0.0,0.00085,1.0
NO,1.5,0.99915,0.00085,0.0,1.0
NO,2.0,0.99195,0.00085,0.0072,1.0
NO,2.5,0.99195,0.00805,0.0,1.0
NO,3.0,0.9618,0.00805,0.03015,1.0
NO,3.5,0.9618,0.0382,0.0,1.0
NO,4.0,0.8885,0.0382,0.0733,1.0
NO,4.5,0.8885,0.1115,0.0,1.0
NO,5.0,0.74665,0.1115,0.14185,1.0
NO,5.5,0.74665,0.25335,0.0,1.0
NO,6.0,0.55765,0.25335,0.189,1.0
NO,6.5,0.55765,0.44235,0.0,1.0
NO,7.0,0.3583,0.44235,0.19935,1.0
NO,7.5,0.3583,0.6417,0.0,1.0
NO,8.0,0.18985,0.6417,0.16845,1.0
NO,8.5,0.18985,0.81015,0.0,1.0
NO,9.0,0.0831,0.81015,0.10675,1.0
NO,9.5,0.0831,0.9169,0.0,1.0
NO,10.0,0.0273,0.9169,0.0558,1.0
NO,10.5,0.0273,0.9727,0.0,1.0
NO,11.0,0.00625,0.9727,0.02105,1.0
NO,11.5,0.00625,0.99375,0.0,1.0
NO,12.0,0.0014,0.99375,0.00485,1.0
NO,12.5,0.0014,0.9986,0.0,1.0
NO,13.0,0.00015,0.9986,0.00125,1.0
NO,13.5,0.00015,0.99985,0.0,1.0
NO,14.0,0.0,0.99985,0.00015,1.0
NO,14.5,0.0,1.0,0.0,1.0
NO,15.0,0.0,1.0,0.0,1.0
NO,15.5,0.0,1.0,0.0,1.0
NO,16.0,0.0,1.0,0.0,1.0
NO,16.5,0.0,1.0,0.0,1.0
NYG,0.5,0.99785,0.00215,0.0,1.0
NYG,1.0,0.9854,0.00215,0.01245,1.0
NYG,1.5,0.9854,0.0146,0.0,1.0
NYG,2.0,0.93505,0.0146,0.05035,1.0
NYG,2.5,0.93505,0.06495,0.0,1.0
NYG,3.0,0.81845,0.06495,0.1166,1.0
NYG,3.5,0.81845,0.18155,0.0,1.0
NYG,4.0,0.6339,0.18155,0.18455,1.0
NYG,4.5,0.6339,0.3661,0.0,1.0
NYG,5.0,0.42455,0.3661,0.20935,1.0
NYG,5.5,0.42455,0.57545,0.0,1.0
NYG,6.0,0.2361,0.57545,0.18845,1.0
NYG,6.5,0.2361,0.7639,0.0,1.0
NYG,7.0,0.1101,0.7639,0.126,1.0
NYG,7.5,0.1101,0.8899,0.0,1.0
NYG,8.0,0.03995,0.8899,0.07015,1.0
NYG,8.5,0.03995,0.96005,0.0,1.0
NYG,9.0,0.01115,0.96005,0.0288,1.0
NYG,9.5,0.01115,0.98885,0.0,1.0
NYG,10.0,0.0027,0.98885,0.00845,1.0
NYG,10.5,0.0027,0.9973,0.0,1.0
NYG,11.0,0.0004,0.9973,0.0023,0.9999999999999999
NYG,11.5,0.0004,0.9996,0.0,1.0
NYG,12.0,5e-05,0.9996,0.00035,1.0
NYG,12.5,5e-05,0.99995,0.0,1.0
NYG,13.0,0.0,0.99995,5e-05,1.0
NYG,13.5,0.0,1.0,0.0,1.0
NYG,14.0,0.0,1.0,0.0,1.0
NYG,14.5,0.0,1.0,0.0,1.0
NYG,15.0,0.0,1.0,0.0,1.0
NYG,15.5,0.0,1.0,0.0,1.0
NYG,16.0,0.0,1.0,0.0,1.0
NYG,16.5,0.0,1.0,0.0,1.0
NYJ,0.5,0.9999,0.0001,0.0,1.0
NYJ,1.0,0.9989,0.0001,0.001,1.0
NYJ,1.5,0.9989,0.0011,0.0,1.0
NYJ,2.0,0.99315,0.0011,0.00575,1.0
NYJ,2.5,0.99315,0.00685,0.0,1.0
NYJ,3.0,0.97075,0.00685,0.0224,1.0
NYJ,3.5,0.97075,0.02925,0.0,1.0
NYJ,4.0,0.91275,0.02925,0.058,1.0
NYJ,4.5,0.91275,0.08725,0.0,1.0
NYJ,5.0,0.80175,0.08725,0.111,1.0
NYJ,5.5,0.80175,0.19825,0.0,1.0
NYJ,6.0,0.6302,0.19825,0.17155,1.0
NYJ,6.5,0.6302,0.3698,0.0,1.0
NYJ,7.0,0.4305,0.3698,0.1997,1.0
NYJ,7.5,0.4305,0.5695,0.0,1.0
NYJ,8.0,0.2553,0.5695,0.1752,1.0
NYJ,8.5,0.2553,0.7447,0.0,1.0
NYJ,9.0,0.1245,0.7447,0.1308,1.0
NYJ,9.5,0.1245,0.8755,0.0,1.0
NYJ,10.0,0.04935,0.8755,0.07515,1.0
NYJ,10.5,0.04935,0.95065,0.0,1.0
NYJ,11.0,0.01615,0.95065,0.0332,1.0
NYJ,11.5,0.01615,0.98385,0.0,1.0
NYJ,12.0,0.0037,0.98385,0.01245,1.0
NYJ,12.5,0.0037,0.9963,0.0,1.0
NYJ,13.0,0.0005,0.9963,0.0032,0.9999999999999999
NYJ,13.5,0.0005,0.9995,0.0,1.0
NYJ,14.0,0.0001,0.9995,0.0004,1.0
NYJ,14.5,0.0001,0.9999,0.0,1.0
NYJ,15.0,5e-05,0.9999,5e-05,1.0
NYJ,15.5,5e-05,0.99995,0.0,1.0
NYJ,16.0,0.0,0.99995,5e-05,1.0
NYJ,16.5,0.0,1.0,0.0,1.0
PHI,0.5,1.0,0.0,0.0,1.0
PHI,1.0,1.0,0.0,0.0,1.0
PHI,1.5,1.0,0.0,0.0,1.0
PHI,2.0,1.0,0.0,0.0,1.0
PHI,2.5,1.0,0.0,0.0,1.0
PHI,3.0,1.0,0.0,0.0,1.0
PHI,3.5,1.0,0.0,0.0,1.0
PHI,4.0,1.0,0.0,0.0,1.0
PHI,4.5,1.0,0.0,0.0,1.0
PHI,5.0,0.99995,0.0,5e-05,1.0
PHI,5.5,0.99995,5e-05,0.0,1.0
PHI,6.0,0.99925,5e-05,0.0007,1.0
PHI,6.5,0.99925,0.00075,0.0,1.0
PHI,7.0,0.9949,0.00075,0.00435,1.0
PHI,7.5,0.9949,0.0051,0.0,1.0
PHI,8.0,0.97965,0.0051,0.01525,1.0
PHI,8.5,0.97965,0.02035,0.0,1.0
PHI,9.0,0.93585,0.02035,0.0438,0.9999999999999999
PHI,9.5,0.93585,0.06415,0.0,1.0
PHI,10.0,0.8365,0.06415,0.09935,1.0
PHI,10.5,0.8365,0.1635,0.0,1.0
PHI,11.0,0.66835,0.1635,0.16815,1.0
PHI,11.5,0.66835,0.33165,0.0,1.0
PHI,12.0,0.4486,0.33165,0.21975,1.0
PHI,12.5,0.4486,0.5514,0.0,1.0
PHI,13.0,0.24015,0.5514,0.20845,1.0
PHI,13.5,0.24015,0.75985,0.0,1.0
PHI,14.0,0.0936,0.75985,0.14655,1.0
PHI,14.5,0.0936,0.9064,0.0,1.0
PHI,15.0,0.023,0.9064,0.0706,1.0
PHI,15.5,0.023,0.977,0.0,1.0
PHI,16.0,0.00225,0.977,0.02075,1.0
PHI,16.5,0.00225,0.99775,0.0,1.0
PIT,0.5,1.0,0.0,0.0,1.0
PIT,1.0,1.0,0.0,0.0,1.0
PIT,1.5,1.0,0.0,0.0,1.0
PIT,2.0,0.9996,0.0,0.0004,1.0
PIT,2.5,0.9996,0.0004,0.0,1.0
PIT,3.0,0.9985,0.0004,0.0011,1.0
PIT,3.5,0.9985,0.0015,0.0,1.0
PIT,4.0,0.9929,0.0015,0.0056,1.0
PIT,4.5,0.9929,0.0071,0.0,1.0
PIT,5.0,0.97275,0.0071,0.02015,1.0
PIT,5.5,0.97275,0.02725,0.0,1.0
PIT,6.0,0.922,0.02725,0.05075,1.0
PIT,6.5,0.922,0.078,0.0,1.0
PIT,7.0,0.8175,0.078,0.1045,1.0
PIT,7.5,0.8175,0.1825,0.0,1.0
PIT,8.0,0.6509,0.1825,0.1666,1.0
PIT,8.5,0.6509,0.3491,0.0,1.0
PIT,9.0,0.45425,0.3491,0.19665,1.0
PIT,9.5,0.45425,0.54575,0.0,1.0
PIT,10.0,0.2672,0.54575,0.18705,1.0
PIT,10.5,0.2672,0.7328,0.0,1.0
PIT,11.0,0.12455,0.7328,0.14265,1.0
PIT,11.5,0.12455,0.87545,0.0,1.0
PIT,12.0,0.04435,0.87545,0.0802,1.0
PIT,12.5,0.04435,0.95565,0.0,1.0
PIT,13.0,0.01195,0.95565,0.0324,1.0
PIT,13.5,0.01195,0.98805,0.0,1.0
PIT,14.0,0.00285,0.98805,0.0091,1.0
PIT,14.5,0.00285,0.99715,0.0,1.0
PIT,15.0,0.0003,0.99715,0.00255,1.0
PIT,15.5,0.0003,0.9997,0.0,1.0
PIT,16.0,0.0,0.9997,0.0003,1.0
PIT,16.5,0.0,1.0,0.0,1.0
SEA,0.5,1.0,0.0,0.0,1.0
SEA,1.0,0.99995,0.0,5e-05,1.0
SEA,1.5,0.99995,5e-05,0.0,1.0
SEA,2.0,0.99945,5e-05,0.0005,0.9999999999999999
SEA,2.5,0.99945,0.00055,0.0,1.0
SEA,3.0,0.99685,0.00055,0.0026,1.0
SEA,3.5,0.99685,0.00315,0.0,1.0
SEA,4.0,0.98685,0.00315,0.01,1.0
SEA,4.5,0.98685,0.01315,0.0,1.0
SEA,5.0,0.9568,0.01315,0.03005,1.0
SEA,5.5,0.9568,0.0432,0.0,1.0
SEA,6.0,0.88235,0.0432,0.07445,1.0
SEA,6.5,0.88235,0.11765,0.0,1.0
SEA,7.0,0.74995,0.11765,0.1324,1.0
SEA,7.5,0.74995,0.25005,0.0,1.0
SEA,8.0,0.57545,0.25005,0.1745,1.0
SEA,8.5,0.57545,0.42455,0.0,1.0
SEA,9.0,0.383,0.42455,0.19245,1.0
SEA,9.5,0.383,0.617,0.0,1.0
SEA,10.0,0.2126,0.617,0.1704,1.0
SEA,10.5,0.2126,0.7874,0.0,1.0
SEA,11.0,0.09645,0.7874,0.11615,1.0
SEA,11.5,0.09645,0.90355,0.0,1.0
SEA,12.0,0.0347,0.90355,0.06175,0.9999999999999999
SEA,12.5,0.0347,0.9653,0.0,1.0
SEA,13.0,0.00915,0.9653,0.02555,1.0
SEA,13.5,0.00915,0.99085,0.0,1.0
SEA,14.0,0.00165,0.99085,0.0075,1.0
SEA,14.5,0.00165,0.99835,0.0,1.0
SEA,15.0,0.00015,0.99835,0.0015,0.9999999999999999
SEA,15.5,0.00015,0.99985,0.0,1.0
SEA,16.0,0.0,0.99985,0.00015,1.0
SEA,16.5,0.0,1.0,0.0,1.0
SF,0.5,0.99995,5e-05,0.0,1.0
SF,1.0,0.9995,5e-05,0.00045,1.0
SF,1.5,0.9995,0.0005,0.0,1.0
SF,2.0,0.9958,0.0005,0.0037,1.0
SF,2.5,0.9958,0.0042,0.0,1.0
SF,3.0,0.97995,0.0042,0.01585,1.0
SF,3.5,0.97995,0.02005,0.0,1.0
SF,4.0,0.9314,0.02005,0.04855,1.0
SF,4.5,0.9314,0.0686,0.0,1.0
SF,5.0,0.8312,0.0686,0.1002,1.0
SF,5.5,0.8312,0.1688,0.0,1.0
SF,6.0,0.67325,0.1688,0.15795,1.0
SF,6.5,0.67325,0.32675,0.0,1.0
SF,7.0,0.479,0.32675,0.19425,1.0
SF,7.5,0.479,0.521,0.0,1.0
SF,8.0,0.29145,0.521,0.18755,1.0
SF,8.5,0.29145,0.70855,0.0,1.0
SF,9.0,0.1491,0.70855,0.14235,1.0
SF,9.5,0.1491,0.8509,0.0,1.0
SF,10.0,0.06375,0.8509,0.08535,1.0
SF,10.5,0.06375,0.93625,0.0,1.0
SF,11.0,0.0205,0.93625,0.04325,1.0
SF,11.5,0.0205,0.9795,0.0,1.0
SF,12.0,0.0061,0.9795,0.0144,1.0
SF,12.5,0.0061,0.9939,0.0,1.0
SF,13.0,0.00115,0.9939,0.00495,1.0
SF,13.5,0.00115,0.99885,0.0,1.0
SF,14.0,0.0001,0.99885,0.00105,1.0
SF,14.5,0.0001,0.9999,0.0,1.0
SF,15.0,0.0,0.9999,0.0001,1.0
SF,15.5,0.0,1.0,0.0,1.0
SF,16.0,0.0,1.0,0.0,1.0
SF,16.5,0.0,1.0,0.0,1.0
TB,0.5,1.0,0.0,0.0,1.0
TB,1.0,1.0,0.0,0.0,1.0
TB,1.5,1.0,0.0,0.0,1.0
TB,2.0,1.0,0.0,0.0,1.0
TB,2.5,1.0,0.0,0.0,1.0
TB,3.0,1.0,0.0,0.0,1.0
TB,3.5,1.0,0.0,0.0,1.0
TB,4.0,0.99975,0.0,0.00025,1.0
TB,4.5,0.99975,0.00025,0.0,1.0
TB,5.0,0.99855,0.00025,0.0012,1.0
TB,5.5,0.99855,0.00145,0.0,1.0
TB,6.0,0.9918,0.00145,0.00675,1.0
TB,6.5,0.9918,0.0082,0.0,1.0
TB,7.0,0.9722,0.0082,0.0196,0.9999999999999999
TB,7.5,0.9722,0.0278,0.0,1.0
TB,8.0,0.91965,0.0278,0.05255,1.0
TB,8.5,0.91965,0.08035,0.0,1.0
TB,9.0,0.80995,0.08035,0.1097,1.0
TB,9.5,0.80995,0.19005,0.0,1.0
TB,10.0,0.6358,0.19005,0.17415,1.0
TB,10.5,0.6358,0.3642,0.0,1.0
TB,11.0,0.4227,0.3642,0.2131,1.0
TB,11.5,0.4227,0.5773,0.0,1.0
TB,12.0,0.2281,0.5773,0.1946,1.0
TB,12.5,0.2281,0.7719,0.0,1.0
TB,13.0,0.09585,0.7719,0.13225,1.0
TB,13.5,0.09585,0.90415,0.0,1.0
TB,14.0,0.02805,0.90415,0.0678,1.0
TB,14.5,0.02805,0.97195,0.0,1.0
TB,15.0,0.00455,0.97195,0.0235,1.0
TB,15.5,0.00455,0.99545,0.0,1.0
TB,16.0,0.00025,0.99545,0.0043,0.9999999999999999
TB,16.5,0.00025,0.99975,0.0,1.0
TEN,0.5,0.9939,0.0061,0.0,1.0
TEN,1.0,0.9567,0.0061,0.0372,1.0
TEN,1.5,0.9567,0.0433,0.0,1.0
TEN,2.0,0.8498,0.0433,0.1069,1.0
TEN,2.5,0.8498,0.1502,0.0,1.0
TEN,3.0,0.66095,0.1502,0.18885,1.0
TEN,3.5,0.66095,0.33905,0.0,1.0
TEN,4.0,0.4323,0.33905,0.22865,1.0
TEN,4.5,0.4323,0.5677,0.0,1.0
TEN,5.0,0.23665,0.5677,0.19565,1.0
TEN,5.5,0.23665,0.76335,0.0,1.0
TEN,6.0,0.1034,0.76335,0.13325,1.0
TEN,6.5,0.1034,0.8966,0.0,1.0
TEN,7.0,0.0352,0.8966,0.0682,1.0
TEN,7.5,0.0352,0.9648,0.0,1.0
TEN,8.0,0.00965,0.9648,0.02555,1.0
TEN,8.5,0.00965,0.99035,0.0,1.0
TEN,9.0,0.0024,0.99035,0.00725,0.9999999999999999
TEN,9.5,0.0024,0.9976,0.0,1.0
TEN,10.0,0.00065,0.9976,0.00175,1.0
TEN,10.5,0.00065,0.99935,0.0,1.0
TEN,11.0,5e-05,0.99935,0.0006,1.0
TEN,11.5,5e-05,0.99995,0.0,1.0
TEN,12.0,0.0,0.99995,5e-05,1.0
TEN,12.5,0.0,1.0,0.0,1.0
TEN,13.0,0.0,1.0,0.0,1.0
TEN,13.5,0.0,1.0,0.0,1.0
TEN,14.0,0.0,1.0,0.0,1.0
TEN,14.5,0.0,1.0,0.0,1.0
TEN,15.0,0.0,1.0,0.0,1.0
TEN,15.5,0.0,1.0,0.0,1.0
TEN,16.0,0.0,1.0,0.0,1.0
TEN,16.5,0.0,1.0,0.0,1.0
WAS,0.5,1.0,0.0,0.0,1.0
WAS,1.0,1.0,0.0,0.0,1.0
WAS,1.5,1.0,0.0,0.0,1.0
WAS,2.0,1.0,0.0,0.0,1.0
WAS,2.5,1.0,0.0,0.0,1.0
WAS,3.0,0.99995,0.0,5e-05,1.0
WAS,3.5,0.99995,5e-05,0.0,1.0
WAS,4.0,0.99965,5e-05,0.0003,1.0
WAS,4.5,0.99965,0.00035,0.0,1.0
WAS,5.0,0.99715,0.00035,0.0025,0.9999999999999999
WAS,5.5,0.99715,0.00285,0.0,1.0
WAS,6.0,0.9901,0.00285,0.00705,1.0
WAS,6.5,0.9901,0.0099,0.0,1.0
WAS,7.0,0.9628,0.0099,0.0273,1.0
WAS,7.5,0.9628,0.0372,0.0,1.0
WAS,8.0,0.89465,0.0372,0.06815,1.0
WAS,8.5,0.89465,0.10535,0.0,1.0
WAS,9.0,0.7713,0.10535,0.12335,0.9999999999999999
WAS,9.5,0.7713,0.2287,0.0,1.0
WAS,10.0,0.5842,0.2287,0.1871,1.0
WAS,10.5,0.5842,0.4158,0.0,1.0
WAS,11.0,0.37045,0.4158,0.21375,1.0
WAS,11.5,0.37045,0.62955,0.0,1.0
WAS,12.0,0.19235,0.62955,0.1781,1.0
WAS,12.5,0.19235,0.80765,0.0,1.0
WAS,13.0,0.0746,0.80765,0.11775,1.0
WAS,13.5,0.0746,0.9254,0.0,1.0
WAS,14.0,0.0194,0.9254,0.0552,1.0
WAS,14.5,0.0194,0.9806,0.0,1.0
WAS,15.0,0.00285,0.9806,0.01655,1.0
WAS,15.5,0.00285,0.99715,0.0,1.0
WAS,16.0,0.00025,0.99715,0.0026,1.0
WAS,16.5,0.00025,0.99975,0.0,1.0
