game_id,week,away_team,home_team,home_spread,home_win_prob,away_win_prob
100,7,CLE,WAS,12.661764705882355,0.8267487997737093,0.1732512002262907
101,7,HOU,MIN,4.623529411764705,0.6344854171102596,0.36551458288974037
102,7,JAX,CHI,3.702941176470589,0.6084615778706637,0.3915384221293363
103,7,DEN,TB,1.5147058823529411,0.5448331097929628,0.45516689020703716
104,7,KC,ATL,-5.555882352941176,0.3397751897698565,0.6602248102301436
105,7,DAL,PIT,7.473529411764706,0.710775866455374,0.28922413354462595
106,7,PHI,CIN,-3.1647058823529415,0.40699023020845904,0.593009769791541
107,7,DET,IND,-9.4,0.24231202670317992,0.75768797329682
108,7,GB,TEN,-12.261764705882355,0.1809750828250874,0.8190249171749127
109,7,CAR,LV,2.7,0.579550425859614,0.420449574140386
110,7,NO,LAC,10.555882352941175,0.7837216069701541,0.21627839302984586
111,7,ARI,MIA,-0.02941176470588225,0.4991276143397039,0.5008723856602961
112,7,LA,NE,-0.7676470588235293,0.47724307174013253,0.5227569282598674
113,8,MIA,SEA,2.794117647058824,0.5822844334453882,0.41771556655461184
114,8,NE,SF,4.897058823529411,0.6421059394284723,0.35789406057152773
115,8,CIN,DAL,-4.964705882352941,0.3560179805908068,0.6439820194091932
116,8,PIT,PHI,6.655882352941177,0.6896509290335605,0.3103490709664395
117,8,IND,GB,8.476470588235294,0.7357249539631499,0.26427504603685015
118,8,TEN,DET,19.18529411764706,0.9231258394208974,0.07687416057910257
119,8,DEN,NO,-7.952941176470588,0.2771608061674266,0.7228391938325733
120,8,KC,CAR,-9.935294117647059,0.230049580118461,0.769950419881539
121,8,NYG,CLE,0.8617647058823525,0.5255434422601393,0.47445655773986073
122,8,WAS,BAL,4.8088235294117645,0.6396537171549992,0.3603462828450008
123,8,CHI,HOU,4.294117647058823,0.625237310301247,0.37476268969875304
124,8,MIN,JAX,-6.620588235294118,0.3112758900475525,0.6887241099524475
125,8,ATL,LV,-1.6794117647058826,0.4503158754687844,0.5496841245312156
126,8,TB,LAC,1.0882352941176467,0.5322431120604546,0.4677568879395454
127,8,ARI,BUF,7.0,0.6986236557620502,0.3013763442379498
128,8,LA,NYJ,1.1029411764705888,0.532677860512903,0.467322139487097
129,9,BAL,HOU,-4.602941176470588,0.36609036873157474,0.6339096312684253
130,9,CIN,TEN,-9.150000000000002,0.2481580859501254,0.7518419140498747
131,9,CLE,JAX,4.870588235294118,0.6413708828575688,0.3586291171424312
132,9,PIT,IND,-1.8735294117647059,0.44460817783168494,0.5553918221683151
133,9,HOU,KC,3.8558823529411765,0.6128223584677011,0.38717764153229894
134,9,IND,DEN,8.070588235294117,0.725761455625424,0.27423854437457595
135,9,JAX,LV,-1.3823529411764701,0.45906991235959405,0.540930087640406
136,9,TEN,LAC,14.458823529411767,0.8588138596246359,0.14118614037536414
137,9,CHI,WAS,7.088235294117647,0.700905407664413,0.299094592335587
138,9,DET,DAL,-12.0,0.18614466408834995,0.81385533591165
139,9,GB,PHI,3.052941176470588,0.5897820925075781,0.41021790749242193
140,9,MIN,NYG,-9.352941176470589,0.2434067280980144,0.7565932719019857
141,9,ATL,MIN,9.323529411764707,0.7559077289240628,0.24409227107593723
142,9,CAR,CHI,7.785294117647059,0.7186488248510156,0.28135117514898444
143,9,NO,GB,11.358823529411765,0.800811167092689,0.19918883290731104
144,9,TB,DET,5.814705882352942,0.6672456242972593,0.3327543757027407
145,10,BUF,BAL,1.5999999999999996,0.5473461235454439,0.4526538764545561
146,10,MIA,CLE,-5.841176470588236,0.33203958091411595,0.6679604190858841
147,10,NE,CIN,8.24705882352941,0.7301161213763194,0.2698838786236806
148,10,NYJ,PIT,5.885294117647058,0.6691503855553314,0.33084961444466865
149,10,DEN,NYJ,-6.08235294117647,0.32555541298392315,0.6744445870160769
150,10,KC,BUF,5.147058823529412,0.649021830810413,0.350978169189587
151,10,LAC,NE,-7.555882352941175,0.28713444573033053,0.7128655542696695
152,10,LV,MIA,8.352941176470587,0.7327122021870551,0.26728779781294487
153,10,DAL,SF,4.614705882352942,0.6342386887695237,0.3657613112304763
154,10,NYG,SEA,9.497058823529413,0.7599373436908494,0.24006265630915058
155,10,PHI,LA,-7.644117647058824,0.2849034585350122,0.7150965414649878
156,10,WAS,ARI,-0.7911764705882356,0.47654633357371995,0.5234536664262801
157,10,ARI,CAR,-8.08235294117647,0.2739471572012616,0.7260528427987384
158,10,LA,NO,-0.7676470588235293,0.47724307174013253,0.5227569282598674
159,10,SEA,ATL,-3.4676470588235295,0.3982738306432734,0.6017261693567266
160,10,SF,TB,7.570588235294117,0.7132379592727182,0.28676204072728184
161,11,BUF,DET,3.8852941176470592,0.6136593589746075,0.38634064102539245
162,11,MIA,GB,6.991176470588236,0.6983950501808357,0.3016049498191643
163,11,NE,CHI,4.1,0.6197532177055619,0.3802467822944381
164,11,NYJ,MIN,8.147058823529411,0.7276527314337196,0.27234726856628044
165,11,BAL,TB,-0.5294117647058822,0.4843010994883106,0.5156989005116894
166,11,CIN,CAR,-8.932352941176472,0.25330820789579367,0.7466917921042063
167,11,CLE,NO,4.473529411764707,0.630283545710235,0.36971645428976496
168,11,PIT,ATL,-4.061764705882353,0.38132986556848397,0.618670134431516
169,11,HOU,DAL,-3.6117647058823534,0.394144657061531,0.605855342938469
170,11,IND,NYG,-3.7176470588235304,0.39111851386589963,0.6088814861341003
171,11,JAX,PHI,12.514705882352942,0.8239338806180924,0.17606611938190764
172,11,TEN,WAS,13.591176470588238,0.8438712363866667,0.15612876361333328
173,11,DEN,SEA,-2.291176470588235,0.43236835287703007,0.5676316471229699
174,11,KC,SF,-2.8529411764705888,0.41600882046636917,0.5839911795336308
175,11,LAC,ARI,-1.6588235294117646,0.4509218616614367,0.5490781383385632
176,11,LV,LA,6.252941176470588,0.6789994278606694,0.32100057213933064
177,12,BUF,MIA,-5.529411764705883,0.3404964222598985,0.6595035777401015
178,12,NE,NYJ,3.370588235294118,0.5989388332995049,0.4010611667004951
179,12,BAL,CLE,-12.97058823529412,0.16743373626845925,0.8325662637315407
180,12,CIN,PIT,1.0088235294117647,0.5298948188929891,0.47010518110701094
181,12,HOU,JAX,-3.4970588235294127,0.39743020001429064,0.6025697999857094
182,12,IND,TEN,-5.2852941176470605,0.34717500355663344,0.6528249964433666
183,12,DEN,LAC,1.1029411764705879,0.532677860512903,0.467322139487097
184,12,KC,LV,-8.735294117647058,0.2580191744483875,0.7419808255516125
185,12,DAL,PHI,12.629411764705882,0.8261319894006864,0.17386801059931356
186,12,NYG,WAS,12.023529411764706,0.814323726989606,0.18567627301039402
187,12,CHI,MIN,7.41764705882353,0.7093538048158385,0.29064619518416146
188,12,DET,GB,-2.423529411764706,0.4285024657391779,0.5714975342608222
189,12,ATL,CAR,-2.879411764705883,0.4152412991806176,0.5847587008193824
190,12,NO,TB,10.96764705882353,0.7925893066130565,0.2074106933869435
191,12,ARI,SEA,1.2647058823529413,0.5374574074753281,0.4625425925246719
192,12,LA,SF,2.6294117647058823,0.5774973910318097,0.42250260896819025
193,13,MIA,BUF,8.529411764705884,0.7370108193798106,0.2629891806201894
194,13,NYJ,NE,-0.3705882352941181,0.4890093225684058,0.5109906774315942
195,13,CLE,BAL,15.97058823529412,0.8824659135148276,0.11753408648517238
196,13,PIT,CIN,1.9911764705882353,0.5588455283537827,0.44115447164621735
197,13,JAX,HOU,6.497058823529413,0.6854708413951821,0.3145291586048179
198,13,TEN,IND,8.28529411764706,0.7310550492949414,0.26894495070505864
199,13,LAC,DEN,1.8970588235294121,0.5560829085488276,0.4439170914511724
200,13,LV,KC,11.735294117647058,0.8085355941455576,0.19146440585444235
201,13,PHI,DAL,-9.629411764705882,0.23701376830492105,0.762986231695079
202,13,WAS,NYG,-9.023529411764706,0.2511439083887592,0.7488560916112408
203,13,GB,DET,5.423529411764706,0.6566128332728677,0.3433871667271323
204,13,MIN,CHI,-4.41764705882353,0.3712858745805443,0.6287141254194557
205,13,CAR,ATL,5.879411764705883,0.6689918217432459,0.3310081782567541
206,13,TB,NO,-7.96764705882353,0.27679469176516225,0.7232053082348378
207,13,SEA,ARI,1.7352941176470587,0.5513283563866554,0.44867164361334455
208,13,SF,LA,0.37058823529411766,0.5109906774315942,0.4890093225684058
209,14,BUF,NYJ,-8.026470588235295,0.27533260755827116,0.7246673924417288
210,14,MIA,NE,-2.867647058823529,0.41558238000562425,0.5844176199943758
211,14,BAL,PIT,-3.7411764705882353,0.39044692475380494,0.6095530752461951
212,14,CIN,CLE,-8.22058823529412,0.2705348655022547,0.7294651344977453
213,14,HOU,IND,-1.011764705882353,0.4700181882351897,0.5299818117648103
214,14,JAX,TEN,-2.8000000000000007,0.41754482161831596,0.582455178381684
215,14,DEN,KC,-0.2029411764705884,0.4939807625421357,0.5060192374578643
216,14,LAC,LV,-10.041176470588235,0.22766584705042792,0.7723341529495721
217,14,DAL,NYG,-1.1176470588235299,0.4668874300124558,0.5331125699875442
218,14,PHI,WAS,-1.723529411764706,0.4490177253982759,0.5509822746017241
219,14,CHI,GB,8.758823529411766,0.7425457084198854,0.25745429158011457
220,14,DET,MIN,-3.764705882352942,0.38977566235934114,0.6102243376406589
221,14,ATL,TB,10.273529411764706,0.7775160742750049,0.2224839257249951
222,14,CAR,NO,5.185294117647059,0.6500752842831348,0.34992471571686523
223,14,ARI,LA,-2.1294117647058823,0.437102097143357,0.562897902856643
224,14,SEA,SF,-0.7647058823529411,0.47733016894613267,0.5226698310538673
225,15,NE,MIA,5.867647058823529,0.6686746031926718,0.3313253968073282
226,15,NYJ,BUF,11.026470588235295,0.7938383382426122,0.20616166175738782
227,15,CLE,CIN,11.22058823529412,0.7979283841407854,0.20207161585921463
228,15,PIT,BAL,6.741176470588235,0.6918857669216938,0.3081142330783062
229,15,IND,HOU,4.011764705882353,0.6172523924215936,0.3827476075784064
230,15,TEN,JAX,5.800000000000001,0.6668482530339672,0.3331517469660328
231,15,KC,DEN,3.2029411764705884,0.5941125384136116,0.40588746158638844
232,15,LV,LAC,13.041176470588235,0.8338780903358767,0.16612190966412332
233,15,NYG,DAL,4.11764705882353,0.620252786352872,0.37974721364712805
234,15,WAS,PHI,4.723529411764706,0.6372777609385875,0.36272223906141254
235,15,GB,CHI,-5.758823529411766,0.3342653822437395,0.6657346177562605
236,15,MIN,DET,6.764705882352942,0.6925010287314541,0.30749897126854586
237,15,NO,CAR,-2.185294117647059,0.4354657497754553,0.5645342502245447
238,15,TB,ATL,-7.273529411764706,0.29432863048878993,0.70567136951121
239,15,LA,ARI,5.129411764705882,0.6485352343355457,0.3514647656644543
240,15,SF,SEA,3.764705882352941,0.6102243376406589,0.38977566235934114
241,16,BUF,NE,-9.897058823529413,0.23091379265994416,0.7690862073400558
242,16,MIA,NYJ,-0.9970588235294113,0.47045316682144933,0.5295468331785507
243,16,BAL,CIN,-3.25,0.40453123327334095,0.595468766726659
244,16,CLE,PIT,10.729411764705883,0.7874851804872944,0.21251481951270557
245,16,HOU,TEN,-7.797058823529413,0.28105611920139656,0.7189438807986035
246,16,IND,JAX,-0.9852941176470593,0.4708011751007535,0.5291988248992465
247,16,DEN,LV,-10.438235294117646,0.21885176930356265,0.7811482306964374
248,16,KC,LAC,2.8058823529411763,0.5826259077729129,0.4173740922270871
249,16,DAL,WAS,9.405882352941177,0.7578246231273824,0.2421753768726176
250,16,NYG,PHI,15.247058823529413,0.8715209792047378,0.1284790207952622
251,16,CHI,DET,12.682352941176472,0.8271405890866862,0.1728594109133138
252,16,GB,MIN,0.15882352941176414,0.5047107768419302,0.4952892231580698
253,16,ATL,NO,0.8058823529411763,0.5238890915076955,0.47611090849230453
254,16,CAR,TB,14.652941176470588,0.8620196103760165,0.1379803896239835
255,16,ARI,SF,-1.0,0.47036616826704036,0.5296338317329596
256,16,LA,SEA,4.894117647058824,0.6420242924322501,0.3579757075677499
257,17,NE,BUF,12.897058823529413,0.8311926997994357,0.16880730020056434
258,17,NYJ,MIA,3.9970588235294113,0.6168351093386013,0.3831648906613987
259,17,CIN,BAL,6.25,0.6789211213406405,0.32107887865935947
260,17,PIT,CLE,-7.729411764705883,0.28275472892793707,0.7172452710720629
261,17,JAX,IND,3.9852941176470593,0.6165011852119255,0.38349881478807446
262,17,TEN,HOU,10.797058823529413,0.7889419093196917,0.21105809068030834
263,17,LAC,KC,0.19411764705882373,0.5057575500648609,0.4942424499351391
264,17,LV,DEN,13.438235294117646,0.8411330018740798,0.1588669981259202
265,17,PHI,NYG,-12.247058823529413,0.18126310160626186,0.8187368983937382
266,17,WAS,DAL,-6.405882352941177,0.3169396710075247,0.6830603289924753
267,17,DET,CHI,-9.682352941176472,0.2358001982615905,0.7641998017384095
268,17,MIN,GB,2.841176470588236,0.5836499559251713,0.4163500440748287
269,17,NO,ATL,2.1941176470588237,0.5647925206242449,0.4352074793757551
270,17,TB,CAR,-11.652941176470588,0.1931382510979367,0.8068617489020633
271,17,SEA,LA,-1.894117647058824,0.44400346796699114,0.5559965320330089
272,17,SF,ARI,4.0,0.6169185768184706,0.3830814231815294
